waveform	[0]		[1]		[2]		[3]	
t0	2015-03-12  09:46:10,650132		2015-03-12  09:46:10,650132		2015-03-12  09:38:16,929437		2015-03-12  09:38:16,929437	
delta t	8,000000E-8		8,000000E-8		0,000100		0,000100	

time[0]	Y[0]	time[1]	Y[1]	time[2]	Y[2]	time[3]	Y[3]
2015-03-12  09:46:10,650132	4,994780E-1	2015-03-12  09:46:10,650132	-1,306424E-2	2015-03-12  09:38:16,929437	0,000000E+0	2015-03-12  09:38:16,929437	0,000000E+0
2015-03-12  09:46:10,650132	5,078747E-1	2015-03-12  09:46:10,650132	-1,290529E-3	2015-03-12  09:38:16,929537	3,133331E-2	2015-03-12  09:38:16,929537	3,853957E-4
2015-03-12  09:46:10,650132	4,994780E-1	2015-03-12  09:46:10,650132	-9,700326E-3	2015-03-12  09:38:16,929637	6,266662E-2	2015-03-12  09:38:16,929637	2,560230E-4
2015-03-12  09:46:10,650132	5,078747E-1	2015-03-12  09:46:10,650132	-8,018367E-3	2015-03-12  09:38:16,929737	9,350578E-2	2015-03-12  09:38:16,929737	1,754722E-4
2015-03-12  09:46:10,650132	5,162713E-1	2015-03-12  09:46:10,650132	-1,290529E-3	2015-03-12  09:38:16,929837	1,243449E-1	2015-03-12  09:38:16,929837	3,275504E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	-7,177387E-3	2015-03-12  09:38:16,929937	1,542036E-1	2015-03-12  09:38:16,929937	2,047720E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	-4,495488E-4	2015-03-12  09:38:16,930037	1,840623E-1	2015-03-12  09:38:16,930037	2,319498E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	-6,336407E-3	2015-03-12  09:38:16,930137	2,124696E-1	2015-03-12  09:38:16,930137	2,516009E-4
2015-03-12  09:46:10,650133	5,162713E-1	2015-03-12  09:46:10,650133	-4,495488E-4	2015-03-12  09:38:16,930237	2,408768E-1	2015-03-12  09:38:16,930237	2,014755E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	-5,495427E-3	2015-03-12  09:38:16,930337	2,673847E-1	2015-03-12  09:38:16,930337	2,195667E-4
2015-03-12  09:46:10,650133	4,994780E-1	2015-03-12  09:46:10,650133	-6,336407E-3	2015-03-12  09:38:16,930437	2,938926E-1	2015-03-12  09:38:16,930437	2,138688E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	2,914370E-3	2015-03-12  09:38:16,930537	3,180831E-1	2015-03-12  09:38:16,930537	1,830989E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	-7,177387E-3	2015-03-12  09:38:16,930637	3,422736E-1	2015-03-12  09:38:16,930637	1,977190E-4
2015-03-12  09:46:10,650133	5,078747E-1	2015-03-12  09:46:10,650133	-2,131508E-3	2015-03-12  09:38:16,930737	3,637651E-1	2015-03-12  09:38:16,930737	1,674815E-4
